,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,month_sold,age
12786,4,2.5,2290,2.0,0.0,0.0,3,8,6,26
12787,4,2.5,3490,2.0,0.0,0.0,3,8,6,19
12788,3,1.75,1510,1.5,0.0,0.0,3,7,9,46
12789,5,2.5,2400,2.0,0.0,0.0,3,7,3,18
12790,2,1.0,900,1.0,0.0,0.0,5,6,6,117
12791,2,1.0,1270,1.0,0.0,0.0,4,7,8,73
12792,2,1.0,1050,1.0,0.0,0.0,5,7,7,115
12793,4,2.5,2950,2.0,0.0,0.0,3,9,4,18
12794,2,1.75,1850,1.0,0.0,0.0,3,7,10,93
12795,3,2.5,1970,2.0,0.0,0.0,4,7,6,19
12796,4,2.25,2400,2.0,0.0,0.0,3,8,1,44
12797,5,1.75,2360,1.5,0.0,0.0,5,7,2,96
12798,4,1.75,1580,1.0,0.0,0.0,3,7,8,59
12799,3,1.0,1790,1.0,0.0,0.0,5,8,12,85
12800,3,2.5,2840,2.0,0.0,0.0,3,9,9,31
12801,3,2.5,1970,2.0,0.0,0.0,3,8,4,33
12802,3,2.5,1780,1.0,0.0,0.0,3,7,6,32
12803,5,2.0,3920,1.5,0.0,0.0,5,7,12,112
12804,3,1.75,1550,2.0,0.0,0.0,3,7,9,17
12805,6,3.0,2980,1.5,0.0,2.0,3,8,2,111
12806,3,1.0,1270,1.0,0.0,0.0,5,6,10,73
12807,4,2.25,3040,1.0,0.0,0.0,4,7,2,59
12808,3,2.5,2075,2.0,0.0,0.0,3,8,8,20
12809,2,1.0,1110,1.0,0.0,0.0,5,6,5,80
12810,2,1.0,800,1.0,0.0,0.0,3,6,11,58
12811,1,1.0,680,1.0,0.0,0.0,3,5,1,70
12812,3,1.0,1680,1.0,0.0,0.0,3,7,3,73
12813,4,2.5,3910,1.5,0.0,0.0,3,8,7,114
12814,4,1.75,2780,1.0,0.0,0.0,3,9,3,58
12815,4,2.75,2000,2.0,0.0,0.0,4,7,5,30
12816,4,3.0,3150,2.0,0.0,0.0,3,9,8,21
12817,1,1.0,1120,1.0,0.0,0.0,3,7,10,34
12818,4,1.75,1740,1.0,0.0,0.0,3,7,4,61
12819,3,2.5,2970,1.0,0.0,0.0,3,7,6,55
12820,3,2.5,2970,1.0,0.0,0.0,3,7,2,55
12821,3,1.0,1150,1.0,0.0,0.0,4,5,6,114
12822,2,1.0,1190,1.0,0.0,0.0,3,6,6,81
12823,1,1.0,900,1.0,0.0,0.0,3,5,10,76
12824,3,3.25,2950,2.0,0.0,0.0,3,9,9,21
12825,3,2.5,1990,1.0,0.0,0.0,3,8,9,58
12826,3,1.0,1020,1.0,0.0,0.0,4,6,9,122
12827,3,2.5,2070,2.0,0.0,0.0,3,8,9,21
12828,3,2.5,1430,3.0,0.0,0.0,3,8,6,20
12829,3,2.5,2030,2.0,0.0,0.0,3,7,5,25
12830,3,2.5,1620,2.0,0.0,0.0,4,7,7,122
12831,4,3.5,4220,2.0,0.0,0.0,3,10,5,29
12832,3,2.5,2300,2.0,0.0,2.0,3,9,5,25
12833,4,3.25,3830,2.0,0.0,0.0,3,10,12,21
12834,3,2.5,2390,1.0,0.0,0.0,3,8,7,38
12835,3,2.25,1440,1.0,0.0,0.0,3,7,5,40
12836,2,1.0,910,1.0,0.0,0.0,2,6,5,112
12837,3,2.0,1550,1.0,0.0,0.0,4,7,10,58
12838,5,2.5,2380,1.0,0.0,0.0,4,8,12,46
12839,4,2.75,2060,1.0,0.0,0.0,4,7,3,34
12840,4,2.25,1880,2.0,0.0,0.0,3,8,10,41
12841,4,2.5,3470,2.0,0.0,0.0,3,9,10,95
12842,3,2.0,2360,2.0,0.0,0.0,5,7,11,58
12843,3,1.75,1970,1.0,0.0,0.0,4,7,7,43
12844,3,1.0,1040,1.0,0.0,0.0,3,7,9,74
12845,3,2.25,1420,2.0,0.0,0.0,3,7,4,35
12846,4,2.75,2290,2.0,0.0,0.0,3,7,9,19
12847,4,2.5,1530,1.0,0.0,0.0,3,7,8,48
12848,3,1.5,1360,1.5,0.0,0.0,5,7,6,38
12849,4,3.0,3680,1.5,0.0,0.0,4,8,1,52
12850,3,1.0,920,1.0,0.0,0.0,4,6,3,53
12851,2,1.0,1070,1.0,0.0,2.0,5,7,5,73
12852,3,2.0,1590,2.0,0.0,0.0,3,8,6,22
12853,3,2.5,1600,2.0,0.0,0.0,3,8,3,31
12854,3,2.5,1510,1.0,0.0,0.0,3,7,5,48
12855,3,1.0,1080,1.0,0.0,0.0,3,7,5,55
12856,2,0.75,1330,1.0,0.0,0.0,4,7,4,106
12857,2,1.0,850,1.0,0.0,0.0,3,7,7,74
12858,5,2.25,1960,1.0,0.0,0.0,4,8,5,64
12859,6,4.25,6980,3.0,0.0,4.0,4,12,5,23
12860,4,1.0,1530,1.5,0.0,0.0,3,7,5,74
12861,3,1.5,1320,1.0,0.0,0.0,3,7,12,66
12862,4,3.0,2320,2.0,0.0,0.0,3,7,11,46
12863,3,1.0,960,1.0,0.0,0.0,3,7,8,67
12864,4,2.5,2040,2.0,0.0,0.0,4,8,11,26
12865,3,1.0,1080,1.0,0.0,0.0,3,7,11,78
12866,3,1.75,2020,1.0,0.0,0.0,4,8,4,96
12867,3,1.75,1780,1.0,0.0,0.0,3,7,8,42
12868,3,1.0,1140,1.0,0.0,0.0,3,8,10,91
12869,3,2.0,1610,1.0,0.0,0.0,4,7,5,105
12870,4,1.75,1440,1.0,0.0,0.0,4,7,3,61
12871,4,2.75,4270,2.0,0.0,0.0,3,11,11,26
12872,8,3.75,3460,2.0,0.0,0.0,3,7,12,35
12873,3,1.75,1890,1.5,0.0,0.0,4,7,10,72
12874,3,2.5,2240,2.0,0.0,0.0,3,8,2,19
12875,2,1.0,760,1.5,0.0,0.0,3,6,5,112
12876,3,1.0,1020,1.0,0.0,0.0,3,6,9,74
12877,3,1.5,1330,1.0,0.0,0.0,3,7,10,66
12878,5,2.5,2780,1.0,0.0,0.0,4,8,7,54
12879,2,1.0,1070,1.0,0.0,0.0,3,6,12,60
12880,5,3.0,2660,1.5,0.0,0.0,4,7,4,60
12881,2,1.0,710,1.0,0.0,0.0,5,6,12,80
12882,5,2.25,3340,2.0,0.0,0.0,4,8,11,47
12883,2,1.0,1160,1.5,0.0,0.0,4,7,12,106
12884,3,2.25,2840,1.0,0.0,0.0,3,7,10,55
12885,3,1.75,2000,1.0,0.0,0.0,3,6,10,76
12886,3,2.0,1060,1.0,0.0,0.0,3,7,5,41
12887,4,1.5,1730,1.0,0.0,0.0,3,7,3,58
12888,3,2.5,2190,2.0,0.0,3.0,4,9,1,43
12889,4,1.75,1660,1.0,0.0,0.0,3,8,1,48
12890,3,2.5,2210,2.0,0.0,0.0,3,9,6,33
12891,2,1.0,870,1.0,0.0,0.0,4,6,10,80
12892,4,2.5,3100,2.0,0.0,0.0,3,9,4,12
12893,4,2.5,1720,2.0,0.0,2.0,3,8,9,22
12894,6,4.0,3120,2.0,0.0,2.0,4,7,6,29
12895,3,1.0,1040,1.0,0.0,0.0,4,7,7,98
12896,4,2.0,1650,1.0,0.0,0.0,4,6,7,62
12897,2,1.0,1010,1.0,0.0,0.0,2,7,1,98
12898,4,2.5,4020,2.0,0.0,0.0,3,10,2,35
12899,5,2.75,2166,2.0,0.0,0.0,3,8,8,9
12900,5,3.0,1880,1.0,0.0,0.0,3,7,6,25
12901,4,2.0,2260,1.0,0.0,0.0,4,7,4,75
12902,3,2.25,2010,1.5,0.0,0.0,3,7,4,36
12903,4,2.5,3330,2.0,0.0,0.0,3,10,4,21
12904,3,1.0,1520,1.0,0.0,0.0,3,7,11,68
12905,5,3.5,3510,2.0,0.0,0.0,3,10,5,14
12906,3,1.75,1580,1.0,0.0,2.0,4,7,8,37
12907,3,1.5,1460,1.0,0.0,0.0,3,7,5,51
12908,3,1.5,1460,1.0,0.0,0.0,3,7,1,51
12909,3,1.75,1650,1.0,0.0,0.0,4,8,3,45
12910,4,2.5,2660,2.0,0.0,2.0,3,9,9,29
12911,4,2.5,3510,2.0,0.0,0.0,3,10,1,25
12912,4,2.5,2120,2.0,0.0,0.0,3,8,6,37
12913,3,2.25,1780,2.0,0.0,0.0,3,7,1,26
12914,4,2.5,2000,1.0,0.0,0.0,4,7,5,54
12915,3,1.0,1300,1.0,0.0,0.0,3,7,7,66
12916,3,2.0,2180,1.5,0.0,2.0,4,8,6,92
12917,3,2.0,1790,1.0,0.0,0.0,3,7,7,42
12918,3,2.0,1910,1.5,0.0,0.0,3,8,6,51
12919,2,1.5,1800,1.0,0.0,4.0,4,7,2,60
12920,3,2.25,2620,1.0,0.0,0.0,3,7,11,46
12921,2,2.0,1440,1.0,0.0,0.0,4,6,7,80
12922,3,3.0,2790,2.0,1.0,4.0,4,8,6,45
12923,4,2.5,2340,2.0,0.0,0.0,3,8,9,32
12924,4,2.5,2070,2.0,0.0,0.0,3,8,12,23
12925,3,1.0,2160,1.5,0.0,0.0,4,7,3,54
12926,2,1.75,2090,1.0,0.0,0.0,5,7,8,91
12927,4,2.5,2040,2.0,0.0,0.0,4,7,7,59
12928,4,2.75,1950,1.0,0.0,0.0,3,7,2,36
12929,4,2.0,1200,1.0,0.0,0.0,5,7,2,65
12930,5,3.0,2240,1.0,0.0,0.0,3,6,4,37
12931,3,2.5,1360,2.0,0.0,0.0,3,8,7,15
12932,3,1.5,1500,1.0,0.0,0.0,3,8,3,67
12933,2,1.75,1300,1.0,0.0,0.0,3,6,9,83
12934,3,1.75,1140,1.0,0.0,0.0,4,7,7,54
12935,4,2.5,2930,2.0,0.0,0.0,3,9,4,17
12936,4,2.25,2140,2.0,0.0,0.0,3,8,1,36
12937,3,1.75,1628,1.0,0.0,0.0,3,7,2,26
12938,3,2.0,1990,1.0,0.0,0.0,3,7,10,73
12939,3,1.75,1950,1.0,0.0,0.0,3,7,7,43
12940,4,1.75,1910,1.0,0.0,0.0,3,7,9,47
12941,3,1.0,820,1.0,0.0,0.0,5,6,9,104
12942,3,2.25,1470,1.0,0.0,0.0,3,7,9,37
12943,3,2.25,1470,1.0,0.0,0.0,3,7,2,37
12944,3,1.0,1060,1.0,0.0,0.0,3,6,8,60
12945,4,2.75,3130,2.0,0.0,0.0,3,8,12,8
12946,2,1.5,1260,1.0,0.0,0.0,3,7,12,65
12947,4,2.75,2200,2.0,0.0,0.0,3,8,3,35
12948,4,1.75,2580,1.0,0.0,2.0,4,8,10,64
12949,3,2.25,1350,2.0,0.0,0.0,3,8,8,15
12950,3,1.75,1350,1.0,0.0,0.0,3,7,9,37
12951,3,1.75,2290,1.0,0.0,0.0,4,9,2,49
12952,3,1.0,1220,1.0,0.0,0.0,4,7,12,68
12953,4,1.5,2750,1.0,0.0,0.0,2,7,6,64
12954,3,1.75,1430,1.0,0.0,0.0,3,7,5,63
12955,4,2.5,2220,2.0,0.0,0.0,3,7,8,21
12956,3,1.0,1490,1.0,0.0,0.0,3,7,3,76
12957,5,3.5,2440,2.0,0.0,0.0,4,7,11,48
12958,3,2.5,2070,2.0,0.0,0.0,4,8,8,32
12959,3,1.0,1500,1.5,0.0,0.0,5,7,9,122
12960,4,2.25,2020,2.0,0.0,0.0,4,7,1,38
12961,4,1.5,2190,1.0,0.0,3.0,3,8,9,70
12962,2,1.0,780,1.0,0.0,0.0,4,7,5,64
12963,5,2.0,1220,1.0,0.0,0.0,4,6,9,101
12964,3,1.5,1840,1.0,0.0,0.0,4,8,4,52
12965,2,2.5,2390,2.0,0.0,3.0,4,8,9,73
12966,4,2.5,3710,1.0,0.0,0.0,3,10,4,17
12967,2,1.0,750,1.0,0.0,0.0,3,6,4,103
12968,5,2.0,2110,1.0,0.0,0.0,3,7,10,56
12969,4,1.0,1020,1.5,0.0,0.0,4,6,4,100
12970,3,2.5,3080,2.0,0.0,0.0,3,9,10,16
12971,3,1.0,900,1.0,0.0,0.0,3,6,12,53
12972,5,3.0,3720,2.0,0.0,4.0,3,9,11,36
12973,3,1.0,940,1.0,0.0,0.0,3,6,9,63
12974,3,1.0,1040,1.0,0.0,0.0,3,7,10,63
12975,2,1.0,1000,1.0,0.0,0.0,4,6,4,79
12976,3,2.5,2080,2.0,0.0,0.0,3,8,5,33
12977,4,2.5,2500,2.0,0.0,0.0,3,9,12,25
12978,3,1.0,1050,1.0,0.0,0.0,5,6,2,67
12979,3,1.75,1620,1.0,0.0,0.0,3,7,5,49
12980,3,1.0,1610,1.5,0.0,0.0,3,7,4,63
12981,4,1.5,2130,2.0,0.0,0.0,4,8,7,102
12982,3,2.5,1460,2.0,0.0,0.0,3,7,10,33
12983,5,1.0,1600,1.0,0.0,0.0,5,7,8,60
12984,3,3.0,1730,3.0,0.0,0.0,3,7,6,37
12985,4,2.5,2280,2.0,0.0,0.0,3,8,8,19
12986,4,2.25,2430,2.0,0.0,0.0,3,8,8,39
12987,3,1.0,1380,1.0,0.0,0.0,4,7,11,59
12988,3,1.5,1790,1.5,0.0,0.0,4,7,10,119
12989,4,2.5,3370,2.0,0.0,0.0,3,10,9,23
12990,3,2.25,2920,1.0,0.0,0.0,3,8,8,66
12991,2,1.0,2180,1.0,0.0,0.0,4,7,10,75
12992,3,1.75,1480,1.5,0.0,0.0,4,7,4,96
12993,3,2.5,2350,1.5,0.0,0.0,4,9,4,43
12994,4,2.25,2440,2.0,0.0,0.0,3,8,12,39
12995,3,2.5,1350,2.0,0.0,0.0,3,7,3,15
12996,3,2.25,1970,2.0,0.0,0.0,3,7,5,25
12997,3,0.75,1110,1.0,0.0,0.0,3,7,3,71
12998,4,2.75,2950,2.0,0.0,0.0,3,9,2,15
12999,5,3.0,2970,2.0,0.0,0.0,3,9,4,23
13000,2,1.0,720,1.0,0.0,0.0,4,6,12,79
13001,2,1.0,770,1.0,0.0,0.0,4,6,2,93
13002,4,2.0,1650,1.0,0.0,0.0,3,7,3,58
13003,3,2.25,1620,1.0,0.0,0.0,3,7,3,53
13004,3,1.5,1510,1.5,0.0,0.0,3,7,9,75
13005,3,1.0,1070,1.0,0.0,0.0,5,7,5,71
13006,3,1.0,1010,1.0,0.0,0.0,3,7,9,65
13007,4,2.5,3370,1.0,0.0,0.0,5,10,1,60
13008,4,2.5,2000,2.0,0.0,0.0,3,8,12,19
13009,3,2.5,2060,2.0,0.0,0.0,3,8,3,35
13010,3,2.25,1740,1.0,0.0,0.0,3,7,10,44
13011,3,2.25,1740,1.0,0.0,0.0,3,7,4,44
13012,3,2.5,1880,2.0,0.0,0.0,3,7,5,28
13013,3,1.0,960,1.0,0.0,0.0,3,7,3,50
13014,3,2.5,3280,1.0,0.0,3.0,3,11,11,37
13015,2,1.0,1570,1.5,0.0,0.0,4,8,10,108
13016,4,2.5,2990,2.0,0.0,0.0,3,8,11,18
13017,3,2.0,1250,1.0,0.0,0.0,5,7,1,54
13018,3,2.5,1920,2.0,0.0,0.0,3,7,10,17
13019,4,2.5,2470,2.0,0.0,0.0,3,9,5,29
13020,2,1.0,960,1.0,0.0,0.0,3,7,8,71
13021,3,1.0,940,1.0,0.0,0.0,3,6,3,75
13022,3,1.0,1260,1.0,0.0,0.0,4,6,11,54
13023,3,1.75,2280,1.0,0.0,0.0,3,8,2,45
13024,3,2.25,1740,1.0,0.0,0.0,3,8,8,64
13025,4,2.75,2630,1.0,0.0,0.0,4,7,10,46
13026,4,1.75,2430,1.0,0.0,0.0,3,8,8,69
13027,3,2.5,2260,1.5,0.0,0.0,3,10,5,27
13028,2,1.5,1220,1.0,0.0,2.0,4,7,3,84
13029,3,1.75,2580,1.0,0.0,0.0,3,9,9,36
13030,2,1.0,730,1.0,0.0,0.0,3,6,12,72
13031,2,1.0,760,1.0,0.0,0.0,3,6,5,109
13032,3,1.5,1740,1.0,0.0,0.0,3,7,9,72
13033,4,2.5,3420,2.0,0.0,0.0,3,10,5,22
13034,5,2.5,2240,1.0,0.0,0.0,3,7,6,56
13035,4,1.75,1920,2.0,0.0,0.0,4,8,11,115
13036,4,1.75,2020,1.0,0.0,0.0,4,7,6,43
13037,4,1.5,1880,1.0,0.0,0.0,3,7,3,67
13038,3,1.0,1010,1.0,0.0,0.0,5,5,7,61
13039,5,3.25,3990,2.0,0.0,0.0,3,9,9,31
13040,2,1.75,1390,1.0,0.0,0.0,3,6,5,81
13041,3,2.0,1230,1.0,0.0,0.0,4,7,5,38
13042,4,2.5,2940,2.0,0.0,0.0,3,10,4,30
13043,4,1.5,2190,2.0,0.0,0.0,3,7,2,87
13044,1,1.0,640,1.0,0.0,0.0,2,5,9,102
13045,3,2.5,1670,1.0,0.0,0.0,3,7,12,48
13046,3,1.5,1240,1.0,0.0,0.0,4,7,7,55
13047,5,1.75,1850,1.5,0.0,0.0,3,6,4,85
13048,4,2.25,2020,1.0,0.0,0.0,4,8,11,61
13049,3,1.0,1020,1.0,0.0,0.0,3,7,7,78
13050,3,1.75,1610,1.0,0.0,0.0,4,7,11,48
13051,5,3.5,2730,1.0,0.0,0.0,3,8,10,33
13052,5,2.5,2840,1.0,0.0,0.0,4,7,8,109
13053,4,1.75,1290,2.0,0.0,0.0,4,7,6,116
13054,3,2.25,1670,1.0,0.0,0.0,4,7,6,45
13055,4,4.5,3860,2.0,0.0,4.0,3,11,9,18
13056,4,1.75,2460,1.5,0.0,0.0,5,7,6,113
13057,4,2.5,1660,1.0,0.0,0.0,4,7,7,44
13058,3,2.5,3420,1.0,0.0,0.0,3,9,2,71
13059,2,1.0,1010,1.5,0.0,0.0,3,5,10,32
13060,4,2.5,2240,1.0,0.0,0.0,3,7,3,61
13061,4,2.25,2340,2.0,0.0,0.0,5,7,1,57
13062,3,1.75,1920,1.0,0.0,0.0,5,7,7,98
13063,3,2.5,2460,1.5,0.0,0.0,4,8,12,93
13064,3,1.0,1470,1.0,0.0,0.0,3,8,2,72
13065,3,2.5,3400,2.0,0.0,0.0,3,9,2,21
13066,3,2.25,1910,1.0,0.0,0.0,3,7,3,43
13067,4,1.0,1400,1.0,0.0,0.0,4,6,3,121
13068,3,1.75,1520,1.0,0.0,0.0,3,8,6,39
13069,2,1.0,930,1.0,0.0,0.0,3,6,8,83
13070,5,1.0,2340,2.0,0.0,0.0,3,8,10,104
13071,3,2.5,2920,3.0,0.0,0.0,3,10,5,14
13072,3,1.75,1270,1.0,0.0,0.0,4,7,2,55
13073,4,2.25,2450,1.0,0.0,0.0,3,10,10,43
13074,5,1.75,1380,1.0,0.0,0.0,3,7,4,67
13075,4,2.0,2520,1.0,0.0,0.0,3,8,5,101
13076,3,2.25,2290,2.0,0.0,0.0,3,8,3,34
13077,4,2.0,1660,1.0,0.0,0.0,3,6,5,77
13078,3,2.75,2800,1.0,0.0,0.0,5,7,2,65
13079,3,2.5,1690,2.0,0.0,0.0,3,7,1,17
13080,3,1.0,1180,1.5,0.0,0.0,4,7,10,73
13081,2,1.75,1390,1.0,0.0,0.0,5,6,12,106
13082,4,2.0,2320,1.5,0.0,0.0,5,7,7,109
13083,3,2.25,2270,1.0,0.0,0.0,4,8,10,42
13084,4,1.75,2640,1.0,0.0,0.0,4,7,10,56
13085,3,2.0,1680,1.0,0.0,0.0,3,7,10,29
13086,3,1.0,990,1.0,0.0,0.0,3,6,8,73
13087,4,2.5,2770,2.0,0.0,0.0,3,9,4,18
13088,2,1.0,950,1.0,0.0,0.0,5,6,12,79
13089,4,2.0,2160,2.0,0.0,0.0,4,7,5,93
13090,3,2.5,1650,2.0,0.0,0.0,4,7,12,31
13091,3,1.0,1800,1.5,0.0,0.0,4,7,9,93
13092,3,2.0,1660,1.0,0.0,0.0,3,8,11,51
13093,3,2.5,1870,2.0,0.0,0.0,3,8,5,19
13094,3,3.5,3220,2.0,0.0,4.0,3,10,10,31
13095,3,3.0,1850,1.0,0.0,0.0,4,7,5,30
13096,4,1.5,1580,1.5,0.0,0.0,3,7,9,77
13097,4,4.25,4590,2.0,0.0,0.0,3,10,12,19
13098,3,1.75,2700,1.0,0.0,0.0,4,7,10,55
13099,3,1.75,1020,1.5,0.0,0.0,4,7,6,69
13100,5,3.5,2950,3.0,0.0,0.0,3,8,5,18
13101,2,1.75,1780,1.0,0.0,0.0,4,8,2,46
13102,2,1.0,710,1.0,0.0,0.0,5,7,10,117
13103,4,3.5,4300,2.0,0.0,0.0,3,10,11,30
13104,3,2.5,2080,1.0,0.0,0.0,3,8,9,48
13105,4,2.0,2360,1.0,0.0,0.0,3,7,8,67
13106,6,2.0,2210,2.0,0.0,0.0,4,7,3,53
13107,7,3.25,4340,2.0,0.0,0.0,3,7,9,36
13108,3,3.0,1320,3.0,0.0,0.0,3,8,4,13
13109,3,2.5,1980,2.0,0.0,0.0,3,8,9,31
13110,5,5.0,3960,2.0,0.0,0.0,3,10,10,24
13111,4,2.5,2130,2.0,0.0,0.0,3,8,10,19
13112,3,2.5,1720,2.0,0.0,0.0,3,7,5,30
13113,5,1.0,1790,1.0,0.0,0.0,4,7,2,58
13114,2,2.25,1390,3.0,0.0,0.0,3,7,12,13
13115,3,2.0,1900,1.0,0.0,0.0,3,8,5,49
13116,2,1.75,1640,1.0,0.0,0.0,4,7,7,97
13117,4,2.5,2700,1.0,0.0,0.0,4,8,6,54
13118,4,2.25,2200,2.0,0.0,0.0,4,7,5,32
13119,3,1.0,1310,1.0,0.0,0.0,4,7,3,69
13120,4,2.5,2480,1.0,0.0,3.0,3,8,2,71
13121,4,2.25,3010,2.0,0.0,0.0,4,9,11,49
13122,4,2.5,2450,2.0,0.0,0.0,3,9,4,21
13123,2,1.75,1250,1.0,0.0,0.0,4,7,11,36
13124,3,1.75,2610,1.0,0.0,0.0,3,7,10,41
13125,4,2.5,2010,1.5,0.0,0.0,5,8,12,60
13126,4,2.5,3120,2.0,0.0,0.0,3,9,5,19
13127,4,1.5,1370,1.5,0.0,0.0,3,7,9,61
13128,3,2.5,2420,1.0,0.0,0.0,3,9,11,32
13129,4,2.75,1500,1.0,0.0,0.0,3,7,11,43
13130,5,2.5,2630,2.0,0.0,0.0,3,8,5,19
13131,2,1.0,950,1.0,0.0,0.0,4,6,4,103
13132,3,3.0,2680,1.0,0.0,0.0,4,8,12,52
13133,4,3.25,3680,2.0,0.0,0.0,3,9,5,19
13134,3,1.0,1270,1.0,0.0,2.0,4,7,12,66
13135,6,1.0,2330,1.5,0.0,0.0,4,7,9,102
13136,3,1.0,960,1.0,0.0,0.0,3,7,5,67
13137,4,2.5,1990,2.0,0.0,0.0,3,7,5,33
13138,3,1.0,1450,1.0,0.0,0.0,4,6,3,99
13139,4,2.5,2280,2.0,0.0,0.0,3,8,12,26
13140,4,2.25,1830,2.0,0.0,2.0,3,8,3,99
13141,3,2.25,1650,1.0,0.0,0.0,3,7,8,53
13142,5,2.75,2720,1.0,0.0,4.0,4,7,11,54
13143,4,2.5,1710,1.0,0.0,0.0,3,8,5,43
13144,5,1.5,1420,1.0,0.0,0.0,3,7,11,58
13145,3,1.75,1440,1.0,0.0,0.0,3,7,5,71
13146,2,1.5,1280,1.0,0.0,0.0,3,7,9,55
13147,2,1.0,1320,1.0,0.0,0.0,3,7,3,56
13148,4,2.5,2560,1.0,0.0,0.0,4,7,11,73
13149,3,1.0,1480,1.0,0.0,0.0,3,7,5,70
13150,4,2.5,2960,2.0,0.0,4.0,4,10,12,37
13151,2,1.0,1160,1.0,0.0,0.0,5,7,1,80
13152,3,2.5,2110,2.0,0.0,0.0,3,8,6,21
13153,3,2.5,1650,1.0,0.0,0.0,4,7,5,36
13154,3,2.5,1950,2.0,0.0,0.0,3,8,5,34
13155,3,2.25,2600,1.5,0.0,0.0,5,8,4,45
13156,3,1.0,1270,1.5,0.0,2.0,3,7,5,94
13157,3,1.75,1300,1.0,0.0,0.0,3,7,5,39
13158,3,2.25,1790,1.0,0.0,0.0,3,7,6,55
13159,3,2.5,1930,2.0,0.0,0.0,3,8,7,17
13160,4,1.0,1200,1.5,0.0,0.0,3,6,7,99
13161,4,2.5,2050,2.0,0.0,0.0,3,8,1,21
13162,3,1.0,1710,1.0,0.0,0.0,3,7,12,76
13163,3,1.75,2130,1.0,0.0,0.0,3,9,11,69
13164,3,3.5,1700,2.0,0.0,0.0,3,8,9,12
13165,3,1.5,1390,1.0,0.0,0.0,4,6,11,46
13166,3,1.0,1230,1.0,0.0,0.0,3,7,8,68
13167,3,2.0,1490,1.0,0.0,0.0,4,7,11,55
13168,5,3.25,2440,2.0,0.0,0.0,3,8,3,8
13169,3,1.0,970,1.0,0.0,0.0,3,6,1,72
13170,4,2.0,1700,1.0,0.0,0.0,3,7,8,68
13171,4,2.0,1700,1.0,0.0,0.0,3,7,1,68
13172,3,1.75,1720,1.5,0.0,0.0,3,8,12,90
13173,3,1.0,1400,1.5,0.0,0.0,3,7,3,113
13174,4,2.5,2570,1.0,0.0,0.0,4,8,1,64
13175,3,1.5,1200,1.0,0.0,0.0,4,7,7,63
13176,4,3.5,4390,2.0,0.0,3.0,3,11,5,32
13177,2,1.0,1080,1.0,0.0,0.0,3,7,8,68
13178,4,2.25,1860,1.0,0.0,0.0,4,8,7,56
13179,4,2.75,2150,1.0,0.0,0.0,4,8,8,43
13180,4,3.0,2250,2.0,0.0,0.0,3,8,12,36
13181,4,2.25,2050,2.0,0.0,0.0,3,7,2,45
13182,3,1.0,1010,1.0,0.0,0.0,3,7,2,120
13183,5,3.5,5850,2.0,0.0,2.0,4,11,6,44
13184,4,2.25,1900,1.0,0.0,0.0,3,7,5,59
13185,2,1.0,1020,1.0,0.0,4.0,4,7,4,81
13186,4,2.0,3390,2.0,0.0,0.0,4,10,2,35
13187,4,2.5,1990,2.0,0.0,0.0,3,8,6,17
13188,4,2.5,3190,2.0,0.0,0.0,3,9,4,17
13189,2,1.0,1210,1.0,0.0,0.0,4,7,9,82
13190,4,3.25,3740,1.0,0.0,0.0,3,10,5,34
13191,3,3.5,2150,2.0,0.0,0.0,3,8,4,24
13192,4,1.75,2440,1.0,0.0,0.0,4,9,7,62
13193,2,1.5,1230,3.0,0.0,0.0,3,8,4,22
13194,3,2.5,2740,2.0,0.0,0.0,4,7,2,58
13195,2,2.0,2260,1.0,0.0,0.0,3,9,5,32
13196,2,1.5,1000,1.0,0.0,0.0,3,7,8,80
13197,4,2.25,2350,2.0,0.0,0.0,4,8,3,42
13198,3,2.5,2300,2.0,0.0,0.0,3,9,3,33
13199,3,1.0,1440,1.5,0.0,0.0,4,7,8,94
13200,4,3.0,2780,1.5,0.0,0.0,5,7,10,103
13201,3,1.0,1200,1.0,0.0,0.0,3,7,4,68
13202,3,2.75,3040,2.0,0.0,0.0,4,10,8,35
13203,3,2.75,2660,1.0,0.0,0.0,3,8,2,60
13204,5,2.0,1510,2.0,0.0,0.0,3,6,2,39
13205,3,2.5,1780,2.0,0.0,0.0,3,8,7,33
13206,5,2.75,2920,1.0,0.0,0.0,4,8,12,46
13207,3,1.0,1550,1.0,0.0,0.0,4,7,1,60
13208,4,3.0,2710,2.5,0.0,0.0,3,9,9,16
13209,3,1.0,1140,1.0,0.0,0.0,4,6,6,41
13210,2,1.0,940,1.0,0.0,0.0,4,8,12,104
13211,3,2.25,2160,2.0,0.0,0.0,3,10,10,40
13212,4,2.25,2470,2.0,0.0,0.0,4,8,7,43
13213,4,2.5,2800,2.0,0.0,0.0,3,9,9,16
13214,4,2.75,2420,1.0,0.0,0.0,3,9,10,37
13215,4,2.0,1460,1.0,0.0,0.0,3,6,10,63
13216,3,1.5,1820,1.5,0.0,0.0,3,7,6,76
13217,3,2.5,1520,2.0,0.0,0.0,3,8,6,15
13218,2,1.0,1320,1.0,0.0,0.0,3,6,6,103
13219,3,2.5,1920,2.0,0.0,0.0,3,7,3,33
13220,5,3.0,2640,2.0,0.0,0.0,3,10,12,13
13221,4,2.5,2650,2.0,0.0,0.0,3,9,5,16
13222,4,3.25,3640,1.0,0.0,0.0,3,9,4,98
