,bedrooms,bathrooms,log_sqft_living,sqft_above,sqft_living15,floors,waterfront,view,condition,grade,month_sold,age
9367,4,2.5,7.908387159290043,1870,3560,1.0,0.0,1.0,5,9,12,59
9368,2,1.0,6.84587987526405,940,1290,1.0,0.0,0.0,4,6,11,106
9369,3,1.0,7.444248649496705,1560,1240,1.5,0.0,0.0,4,7,10,94
9370,3,1.75,7.575584651557793,1950,2340,1.0,0.0,0.0,4,7,2,55
9371,3,1.5,7.396335293800808,980,1440,1.0,0.0,0.0,5,7,10,42
9372,3,3.25,7.162397497355718,1290,1290,3.0,0.0,0.0,3,7,10,14
9373,5,3.0,8.04237800517328,3110,2450,2.0,0.0,0.0,3,8,10,15
9374,3,1.0,6.813444599510896,910,1480,1.0,0.0,0.0,3,7,3,51
9375,5,1.75,7.749322464660356,1290,1740,1.0,0.0,0.0,5,7,9,60
9376,3,2.75,8.019612794400267,3040,2950,2.0,0.0,0.0,4,10,2,42
9377,4,2.5,8.09559870137819,2180,3240,2.0,0.0,4.0,3,10,8,111
9378,5,2.5,7.585788821732034,1970,1970,2.0,0.0,0.0,4,7,5,28
9379,3,2.25,7.554858521040676,1430,2340,1.0,0.0,0.0,4,8,5,45
9380,5,2.0,7.803843303538772,1240,1310,1.0,0.0,0.0,4,7,5,122
9381,2,1.0,6.84587987526405,940,940,1.0,0.0,0.0,3,6,8,71
9382,4,2.5,7.595889917718538,1990,2220,2.0,0.0,0.0,3,8,8,24
9383,4,3.0,8.125630988477065,2330,2500,1.0,0.0,1.0,3,8,9,63
9384,4,3.0,7.549609165154532,1900,1900,2.0,0.0,0.0,3,7,1,68
9385,3,2.0,7.251344983372214,1410,1750,1.0,0.0,0.0,4,7,1,32
9386,6,2.5,8.06777619577889,3190,2790,2.0,0.0,0.0,4,8,11,43
9387,4,2.5,7.7142311448490855,2240,1860,2.0,0.0,0.0,3,8,5,27
9388,3,2.5,7.8399193600125825,2540,2870,2.0,0.0,0.0,3,10,4,24
9389,3,1.75,7.064759027791802,1170,1870,1.0,0.0,0.0,4,7,6,54
9390,3,2.0,7.265429723253953,1430,1870,1.0,0.0,0.0,4,7,3,34
9391,5,2.0,7.723120092266331,1250,1950,1.0,0.0,0.0,4,7,4,60
9392,3,1.5,7.286191714702382,980,1400,1.0,0.0,0.0,4,7,2,42
9393,3,1.75,6.975413927455952,1070,1540,1.0,0.0,0.0,3,7,7,56
9394,1,1.0,6.551080335043404,700,1020,1.0,0.0,0.0,4,6,10,77
9395,5,3.25,7.904703913873747,2230,2160,2.0,0.0,0.0,3,8,5,9
9396,4,2.5,7.799753318287247,2440,1480,2.0,0.0,0.0,3,8,3,8
9397,4,2.0,8.128585200374497,3390,3950,2.0,0.0,0.0,4,10,2,35
9398,4,3.5,7.286191714702382,1460,1430,3.0,0.0,0.0,3,8,8,14
9399,4,3.0,8.180320874773685,2630,3640,1.5,0.0,3.0,3,9,4,87
9400,3,1.5,7.154615356913663,1280,1280,1.5,0.0,0.0,3,7,4,117
9401,4,3.25,8.533066540572527,5080,4730,2.0,0.0,0.0,3,11,12,21
9402,2,2.0,7.346010209913293,1550,1600,1.5,0.0,0.0,2,7,5,50
9403,2,1.0,6.327936783729195,560,990,1.0,0.0,0.0,3,6,11,78
9404,2,2.0,6.824373670043086,800,1150,2.0,0.0,0.0,3,8,11,13
9405,3,1.0,7.450079569807499,1720,1550,1.0,0.0,0.0,4,7,9,51
9406,4,2.5,7.484368643286131,1780,2650,2.0,0.0,0.0,3,9,11,22
9407,3,1.5,7.038783541388542,1140,1230,3.0,0.0,0.0,3,8,3,17
9408,3,2.5,7.501082124259871,1380,1810,3.0,0.0,0.0,3,8,7,14
9409,3,2.5,7.61085279039525,2020,1930,2.0,0.0,0.0,3,7,5,21
9410,2,1.0,7.122866658599083,1240,2790,1.5,0.0,2.0,3,7,10,97
9411,3,2.5,7.585788821732034,1970,1980,2.0,0.0,0.0,4,7,4,24
9412,6,4.5,8.608860379942062,4430,2970,2.0,0.0,3.0,4,9,6,23
9413,4,3.5,7.723120092266331,2260,1270,2.0,0.0,0.0,3,7,3,9
9414,3,2.5,7.580699752224563,1670,1980,2.0,0.0,0.0,3,7,10,10
9415,2,1.5,6.993932975223189,950,1640,1.0,0.0,0.0,3,7,4,80
9416,2,2.25,7.114769448366463,1020,1230,2.0,0.0,0.0,3,8,6,18
9417,2,1.0,6.709304340258298,820,1240,1.0,0.0,0.0,4,7,6,57
9418,5,2.75,7.926602599181384,1700,1720,1.0,0.0,0.0,3,7,12,57
9419,3,1.75,7.286191714702382,1460,1220,1.0,0.0,0.0,4,7,10,41
9420,3,3.0,7.306531398939505,960,1590,2.0,0.0,0.0,3,7,11,29
9421,3,3.5,8.313852267398207,4080,2710,1.5,0.0,3.0,3,10,5,22
9422,4,4.0,8.632305998516742,4750,4560,3.0,0.0,0.0,3,11,4,16
9423,4,2.5,7.326465613840322,1520,1860,2.0,0.0,0.0,3,8,4,28
9424,3,2.5,7.3395376954076745,1470,1540,3.0,0.0,0.0,3,8,5,14
9425,4,1.5,7.640123172695364,2080,1680,1.5,0.0,0.0,3,7,10,97
9426,3,2.5,7.649692623711514,1500,1750,2.0,0.0,0.0,4,7,4,103
9427,2,1.0,6.937314081223682,1030,1450,1.0,0.0,0.0,3,8,4,41
9428,4,3.5,8.13739583005665,3420,3490,2.0,0.0,0.0,3,10,4,19
9429,4,2.5,7.640123172695364,2080,2000,2.0,0.0,0.0,3,8,8,31
9430,2,1.0,6.579251212010101,720,1000,1.0,0.0,0.0,4,6,3,79
9431,5,3.25,8.160518247477505,3500,3500,2.0,0.0,0.0,3,11,3,21
9432,4,2.5,7.696212639346407,2200,2480,2.0,0.0,0.0,3,8,7,12
9433,4,3.5,8.205218426395412,2840,3210,2.0,0.0,0.0,3,9,10,8
9434,3,3.0,7.7142311448490855,2240,1650,2.0,0.0,0.0,3,7,9,79
9435,2,1.75,7.237059026124737,790,1090,1.0,0.0,0.0,5,6,12,106
9436,3,2.5,7.52294091807237,1850,2350,2.0,0.0,0.0,3,8,10,26
9437,3,3.0,7.455876687491824,1440,1370,2.0,0.0,0.0,3,8,4,14
9438,4,2.5,7.824046010856292,2500,2765,2.0,0.0,0.0,3,9,12,25
9439,4,1.5,7.9157131993821155,1370,2160,1.0,0.0,0.0,4,8,10,85
9440,3,2.25,7.352441100243583,1560,1510,1.0,0.0,0.0,4,7,4,59
9441,4,2.0,7.473069088032197,1760,1740,1.5,0.0,0.0,5,7,10,116
9442,3,1.0,7.064759027791802,870,1240,1.0,0.0,0.0,3,7,8,71
9443,3,1.75,8.143226750367445,3440,2160,1.5,0.0,0.0,5,8,2,48
9444,4,2.5,8.140315540159985,3430,3480,2.0,0.0,0.0,3,10,5,22
9445,4,2.5,7.8399193600125825,2540,3010,2.0,0.0,0.0,3,8,10,13
9446,2,1.0,6.756932389247553,860,1390,1.0,0.0,0.0,4,6,7,39
9447,3,3.25,8.06777619577889,3190,2950,2.0,0.0,0.0,3,9,5,15
9448,3,1.0,7.122866658599083,1240,1170,1.5,0.0,0.0,4,7,12,63
9449,4,2.75,7.6255950721324535,1300,2960,1.0,0.0,0.0,4,7,2,55
9450,2,1.75,7.05617528410041,1160,960,1.0,0.0,0.0,4,6,7,81
9451,3,1.0,6.946975992135418,1040,1440,1.5,0.0,2.0,3,7,4,110
9452,4,2.5,8.122668023346407,3370,2980,2.0,0.0,0.0,3,9,11,8
9453,3,2.5,8.296546520300614,2600,4010,1.0,0.0,3.0,5,11,10,39
9454,4,2.5,7.975908360165538,2910,2870,2.0,0.0,0.0,3,10,12,32
9455,4,2.25,7.951559331155252,1780,2290,1.0,0.0,0.0,3,8,1,64
9456,3,2.5,7.450079569807499,1720,1720,2.0,0.0,0.0,3,9,7,11
9457,3,2.5,7.673223121121708,2150,2490,2.0,0.0,0.0,3,8,6,30
9458,4,2.5,7.807916628926408,2460,2420,2.0,0.0,0.0,3,9,3,33
9459,3,3.25,7.882314918980268,1760,2400,1.0,0.0,2.0,4,8,12,66
9460,3,2.0,7.450079569807499,1060,1590,1.5,0.0,0.0,3,8,4,112
9461,3,1.5,7.200424892944957,1340,2020,1.0,0.0,0.0,2,7,12,72
9462,3,2.5,7.3777589082278725,1600,1700,2.0,0.0,0.0,3,7,5,22
9463,5,2.5,7.944492163932159,2380,1910,2.0,0.0,0.0,4,7,10,62
9464,5,4.0,8.07402621612406,2410,2750,2.0,0.0,0.0,3,8,9,11
9465,4,2.5,7.7706452341291765,2370,2370,2.0,0.0,0.0,5,8,6,56
9466,4,2.75,7.8632667240095735,1580,2300,1.0,0.0,0.0,5,8,7,46
9467,4,2.0,7.787382026484701,2410,1910,2.0,0.0,0.0,3,9,11,48
9468,4,3.25,8.180320874773685,3570,4100,2.0,0.0,2.0,3,10,10,16
9469,6,4.5,8.160518247477505,3500,1550,2.0,0.0,0.0,3,7,1,42
9470,4,2.5,7.723120092266331,2260,2690,2.0,0.0,0.0,3,9,5,33
9471,3,1.5,7.258412150595307,1420,1200,1.0,0.0,0.0,3,6,5,60
9472,2,1.0,6.887552571664617,980,1690,1.0,0.0,0.0,3,6,4,115
9473,3,2.0,7.383989457978509,1610,2010,2.0,0.0,0.0,3,8,2,26
9474,4,2.5,8.323608442343572,4120,3180,2.0,0.0,0.0,3,10,6,25
9475,3,2.5,7.635303886259415,2070,2090,2.0,0.0,0.0,3,8,9,23
9476,5,2.5,8.122668023346407,3370,2470,2.0,0.0,0.0,3,9,12,17
9477,3,2.5,7.709756864454165,2230,2230,2.0,0.0,0.0,3,8,2,8
9478,4,3.25,8.226840890408578,3740,2510,2.0,0.0,0.0,3,10,7,8
9479,4,2.25,7.668561108015897,2140,2480,2.0,0.0,0.0,3,7,5,20
9480,3,2.5,7.585788821732034,1970,2090,2.0,0.0,0.0,3,8,4,33
9481,2,1.0,6.779921907472252,880,1450,1.0,0.0,0.0,4,7,4,78
9482,2,1.5,7.396335293800808,890,1770,1.0,0.0,0.0,4,7,6,82
9483,3,1.75,7.299797366758161,1480,1370,1.0,0.0,0.0,4,7,12,65
9484,2,1.0,7.200424892944957,1340,1680,1.0,0.0,2.0,3,8,8,72
9485,5,2.5,8.029432840581244,3070,2150,2.0,0.0,0.0,3,9,3,27
9486,3,3.5,8.125630988477065,2800,2790,3.0,0.0,0.0,3,10,7,14
9487,4,2.5,7.851661177889265,2570,2570,2.0,0.0,0.0,3,9,3,16
9488,2,1.0,6.887552571664617,860,980,1.0,0.0,0.0,4,6,5,104
9489,2,1.75,7.064759027791802,780,1780,1.0,0.0,0.0,4,6,4,85
9490,3,2.75,7.757906208351747,1470,2640,1.0,0.0,2.0,3,8,1,44
9491,5,2.5,7.7664168980196555,1180,2200,1.0,0.0,0.0,4,7,7,61
9492,3,1.0,7.047517221357296,800,1150,1.0,0.0,0.0,3,6,4,70
9493,3,1.0,7.904703913873747,2710,2150,2.0,0.0,3.0,4,7,6,72
9494,4,2.0,7.723120092266331,2260,2650,1.0,0.0,0.0,3,9,2,44
9495,2,1.0,7.090076835776092,1200,1200,1.0,0.0,0.0,5,7,11,81
9496,2,2.0,6.937314081223682,1030,1790,1.0,0.0,0.0,4,6,6,84
9497,2,2.0,7.286191714702382,950,1580,2.0,0.0,0.0,3,8,4,8
9498,4,2.25,7.52294091807237,1850,1850,2.5,0.0,0.0,3,8,3,8
9499,3,1.75,7.371489295214277,1590,1110,1.5,0.0,0.0,5,6,4,113
9500,4,2.5,7.8632667240095735,2600,1790,2.0,0.0,0.0,3,7,7,60
9501,3,1.0,7.038783541388542,1010,1700,1.0,0.0,0.0,4,7,7,113
9502,3,2.25,7.3901814282264295,1540,1390,3.0,0.0,0.0,3,8,3,13
9503,4,1.5,7.455876687491824,1730,1110,1.5,0.0,0.0,4,5,4,69
9504,4,2.25,7.635303886259415,1360,2180,1.0,0.0,0.0,5,8,12,48
9505,4,2.5,7.807916628926408,2460,1850,2.0,0.0,0.0,3,8,3,17
9506,5,3.0,7.904703913873747,1910,2060,1.0,0.0,2.0,3,8,10,69
9507,6,2.5,8.18757739559151,1798,1894,1.0,0.0,0.0,5,8,3,58
9508,3,2.5,7.154615356913663,1280,1450,3.0,0.0,0.0,3,8,10,13
9509,3,1.0,6.984716320118266,1080,1070,1.0,0.0,0.0,2,5,12,72
9510,3,2.5,7.839131648274333,2538,2570,2.0,0.0,0.0,3,8,7,9
9511,2,2.0,6.937314081223682,1030,1439,3.0,0.0,0.0,3,7,5,23
9512,3,2.0,7.1929342212158,1330,1660,1.0,0.0,0.0,3,7,3,33
9513,5,3.5,7.9229859587111955,2760,2590,2.5,0.0,0.0,3,8,8,9
9514,3,1.75,7.081708586105575,1190,1250,1.0,0.0,0.0,4,7,6,54
9515,4,2.5,8.009695357742922,3010,2860,2.0,0.0,0.0,3,9,4,21
9516,6,2.75,8.09559870137819,1910,2550,1.0,0.0,0.0,4,7,3,59
9517,3,2.25,7.306531398939505,1040,1490,2.0,0.0,0.0,3,9,6,11
9518,3,1.75,7.539027055823995,940,1390,1.0,0.0,0.0,4,7,11,81
9519,3,1.75,7.265429723253953,1430,1560,2.0,0.0,0.0,3,7,8,28
9520,4,2.25,7.962067308753666,1980,2370,1.5,0.0,0.0,4,9,6,117
9521,3,1.75,7.512071245835466,1830,1990,1.0,0.0,0.0,4,8,3,44
9522,4,4.0,8.525161361065415,2870,4050,1.0,0.0,0.0,5,10,5,46
9523,3,2.5,7.432483807917119,1690,1580,2.0,0.0,0.0,4,7,2,33
9524,2,2.5,7.484368643286131,1780,2320,2.0,0.0,0.0,5,9,6,48
9525,2,1.5,6.887552571664617,980,1040,2.0,0.0,0.0,3,7,5,100
9526,4,1.5,7.029972911706386,1130,1140,1.0,0.0,0.0,3,6,4,54
9527,3,2.0,7.438383530044307,1700,1820,2.0,0.0,2.0,3,7,3,95
9528,5,1.75,7.753623546559746,2080,2150,1.5,0.0,0.0,3,8,4,85
9529,5,2.5,8.237479288613633,1890,2840,1.0,0.0,1.0,4,9,11,44
9530,3,1.5,7.081708586105575,1190,1520,1.0,0.0,0.0,4,7,10,63
9531,3,3.0,7.951559331155252,2840,2070,2.0,0.0,0.0,3,10,10,23
9532,4,2.0,7.450079569807499,860,1280,1.0,0.0,0.0,4,7,9,72
9533,4,2.25,7.8898337513942955,1610,2470,1.0,0.0,0.0,4,8,10,47
9534,2,1.0,6.620073206530356,750,930,1.0,0.0,0.0,4,6,6,81
9535,2,1.75,7.200424892944957,700,1830,1.0,0.0,0.0,5,5,2,73
9536,4,1.5,7.346010209913293,1350,1710,1.5,0.0,0.0,3,7,6,104
9537,3,1.0,7.352441100243583,1560,1280,1.5,0.0,0.0,4,7,7,115
9538,3,1.0,6.917705609835305,1010,1330,1.5,0.0,0.0,3,6,8,118
9539,4,2.75,8.224163512637862,3730,3670,2.0,0.0,0.0,3,10,6,10
9540,3,1.75,7.414572881350589,1660,2060,1.0,0.0,0.0,4,7,12,70
9541,4,3.25,8.354674261918463,3020,4940,2.0,0.0,4.0,3,12,10,26
9542,4,2.75,7.989560449333865,2120,2840,1.0,0.0,0.0,4,8,6,48
9543,4,2.5,7.783224016336037,2400,2330,2.0,0.0,0.0,3,9,6,32
9544,3,1.5,7.61085279039525,1190,2370,1.0,0.0,0.0,4,6,5,66
9545,4,2.5,7.8898337513942955,2670,2670,2.0,0.0,0.0,3,8,7,23
9546,3,2.5,7.762170607138205,2350,2020,2.0,0.0,0.0,3,8,4,9
9547,2,1.0,6.620073206530356,750,1100,1.0,0.0,0.0,3,6,4,90
9548,3,2.5,8.070906088787819,2660,3200,1.0,0.0,0.0,2,9,7,55
9549,4,2.5,7.6255950721324535,2050,2050,2.0,0.0,0.0,3,8,11,32
9550,4,2.25,7.787382026484701,2410,1910,2.0,0.0,0.0,5,8,7,57
9551,5,2.5,7.8632667240095735,2600,1620,2.0,0.0,0.0,3,9,8,8
9552,3,2.0,7.200424892944957,1340,1370,2.0,0.0,0.0,3,7,7,38
9553,5,2.25,8.107720061910534,3320,1580,2.0,0.0,0.0,3,9,7,22
9554,4,3.25,8.058327306580958,2360,2220,2.0,0.0,0.0,5,9,8,57
9555,5,2.25,7.832014180505469,2520,2780,2.0,0.0,0.0,4,8,6,44
9556,4,2.5,7.630461261783627,2060,2242,2.0,0.0,0.0,3,8,12,22
9557,3,1.0,7.22983877815125,1380,1440,1.0,0.0,0.0,5,7,7,57
9558,3,1.75,7.408530566894626,1650,1370,1.0,0.0,0.0,4,7,12,64
9559,1,1.0,6.802394763324311,900,1830,1.0,0.0,0.0,3,6,4,75
9560,3,2.5,7.383989457978509,1610,1660,2.0,0.0,0.0,3,7,9,28
9561,3,2.0,7.649692623711514,2100,2290,1.0,0.0,0.0,4,9,11,27
9562,5,2.75,7.585788821732034,1320,1280,1.0,0.0,0.0,3,7,7,36
9563,3,2.25,7.77485576666552,1450,2750,1.0,0.0,0.0,4,9,6,50
9564,4,2.75,7.791522819150732,2420,2760,1.0,0.0,0.0,3,9,10,37
9565,2,1.0,6.984716320118266,1080,1810,1.0,0.0,0.0,5,6,1,114
9566,3,1.75,7.450079569807499,1220,1900,1.0,0.0,1.0,3,8,6,36
9567,3,1.75,7.414572881350589,1080,2060,1.0,0.0,0.0,4,7,3,113
9568,3,2.5,7.326465613840322,1180,1270,2.0,0.0,0.0,3,8,7,16
9569,6,2.5,7.352441100243583,1060,1300,1.0,0.0,0.0,3,6,10,109
9570,3,1.75,7.3901814282264295,1620,2190,2.0,0.0,0.0,4,7,10,69
9571,2,1.75,6.907755278982137,1000,1150,1.0,0.0,0.0,4,8,7,47
9572,3,3.5,7.215239978730097,1240,1360,2.0,0.0,0.0,3,8,6,15
9573,3,2.5,7.444248649496705,1710,1500,2.0,0.0,0.0,3,7,10,32
9574,4,2.5,7.919356190660617,2750,2810,2.0,0.0,0.0,3,9,8,33
9575,3,1.75,7.549609165154532,1900,2030,1.0,0.0,0.0,4,7,6,63
9576,4,2.0,7.3901814282264295,1620,1500,1.5,0.0,0.0,4,7,9,44
9577,2,2.5,7.047517221357296,1150,1880,2.0,0.0,0.0,3,7,6,18
9578,2,1.0,6.779921907472252,880,1010,1.0,0.0,0.0,4,5,3,116
9579,3,2.5,8.058327306580958,1820,3390,1.0,0.0,2.0,4,9,5,56
9580,3,1.75,7.200424892944957,1340,1340,1.0,0.0,0.0,4,7,12,61
9581,4,2.5,7.822444729489319,2496,2496,2.0,0.0,0.0,3,9,6,24
9582,4,2.25,7.6255950721324535,2050,2310,2.0,0.0,0.0,3,8,1,55
9583,5,2.5,7.727535110475448,2270,2240,2.0,0.0,0.0,3,8,7,27
9584,4,2.5,7.7142311448490855,1140,1740,1.0,0.0,0.0,4,7,12,50
9585,6,2.25,7.944492163932159,1970,2520,1.5,0.0,2.0,5,7,5,82
9586,3,2.25,7.396335293800808,1100,1830,1.0,0.0,0.0,4,8,4,45
9587,4,2.0,7.727535110475448,2270,1420,2.0,0.0,0.0,4,8,11,113
9588,3,2.5,7.495541943884256,1800,2450,2.0,0.0,0.0,3,8,3,29
9589,3,2.5,7.116394144093465,1232,1232,3.0,0.0,0.0,3,7,5,15
9590,3,1.0,6.937314081223682,1030,1340,1.0,0.0,0.0,4,7,7,72
9591,3,1.0,7.02108396428914,1120,1320,1.0,0.0,0.0,4,7,2,56
9592,3,2.0,7.346010209913293,830,1330,1.0,0.0,0.0,5,7,7,80
9593,2,1.0,6.975413927455952,1070,1910,1.0,0.0,0.0,4,5,5,100
9594,3,1.0,7.402451520818244,1640,1620,2.0,0.0,0.0,3,6,8,47
9595,3,1.75,7.473069088032197,1760,1760,1.5,0.0,3.0,4,7,11,95
9596,3,2.5,7.779048644925556,2390,1720,2.0,0.0,0.0,3,9,9,15
9597,3,1.75,7.696212639346407,2200,1170,2.0,0.0,2.0,3,7,5,114
9598,10,5.25,8.431635303054591,2500,2730,1.0,0.0,2.0,3,9,8,14
9599,3,2.25,7.215239978730097,1140,1620,2.0,0.0,0.0,3,8,7,16
9600,5,1.0,7.859413154693583,2310,2360,2.0,0.0,0.0,4,8,10,115
9601,3,2.25,7.757906208351747,1340,2340,1.0,0.0,0.0,3,8,1,57
9602,3,2.5,7.426549072397305,1680,2160,2.0,0.0,0.0,3,7,5,18
9603,4,2.5,7.591357046698551,1981,1981,2.0,0.0,0.0,3,8,1,9
9604,3,2.5,7.67786350067821,1830,1870,3.0,0.0,0.0,3,8,12,12
9605,4,1.75,7.549609165154532,1140,2280,1.0,0.0,0.0,3,8,4,47
9606,4,2.5,7.734558844354756,2286,2110,2.0,0.0,0.0,3,8,7,20
9607,3,1.0,7.1853870155804165,1320,2140,1.0,0.0,0.0,3,7,8,70
9608,3,1.75,7.286191714702382,960,1460,1.0,0.0,0.0,3,7,4,64
9609,3,1.0,6.907755278982137,1000,1090,1.0,0.0,0.0,5,6,12,71
9610,3,2.25,7.365180126021013,1580,1770,2.0,0.0,0.0,4,8,7,28
9611,4,2.25,7.919356190660617,1500,1740,1.0,0.0,0.0,4,8,5,74
9612,2,1.0,6.937314081223682,1030,1550,1.0,0.0,0.0,5,6,9,105
9613,3,4.0,8.271292652979412,2610,2890,2.0,0.0,2.0,5,10,2,89
9614,2,1.0,7.122866658599083,1240,3050,1.0,0.0,0.0,3,7,7,60
9615,3,2.25,8.09559870137819,3280,1860,1.0,0.0,0.0,3,10,12,21
9616,3,1.0,6.907755278982137,1000,1420,1.0,0.0,0.0,3,7,12,63
9617,3,2.0,7.528331766707247,1860,2500,1.0,0.0,0.0,3,9,8,20
9618,3,2.5,7.293017679772782,1470,1490,2.0,0.0,0.0,3,7,7,23
9619,4,3.5,8.273846932784508,3920,2550,2.0,0.0,0.0,3,10,6,26
9620,5,2.5,8.07402621612406,1830,2450,1.0,0.0,0.0,4,8,6,54
9621,3,1.5,7.408530566894626,1130,1720,1.0,0.0,0.0,5,7,6,44
9622,4,2.5,7.992944547318106,2960,2500,2.0,0.0,4.0,4,10,12,37
9623,4,2.5,7.832014180505469,1680,2590,1.0,0.0,0.0,4,8,12,54
9624,4,3.5,8.273846932784508,3920,3920,2.0,0.0,0.0,3,9,4,18
9625,4,2.5,7.8399193600125825,2540,1560,1.0,0.0,0.0,5,7,9,65
9626,3,1.75,7.414572881350589,1660,2210,1.0,0.0,0.0,4,8,11,57
9627,3,2.25,7.371489295214277,1110,1880,1.0,0.0,0.0,4,7,3,43
9628,3,2.5,7.962067308753666,2870,2840,2.0,0.0,0.0,3,10,4,31
9629,4,2.75,7.6544432264701125,1290,1980,1.0,0.0,0.0,4,7,9,43
9630,4,2.5,7.5569505720129,1914,1714,2.0,0.0,0.0,3,8,10,13
9631,3,1.0,6.975413927455952,1070,1290,1.0,0.0,0.0,4,6,5,105
9632,4,2.5,7.9157131993821155,1820,2660,1.0,0.0,2.0,3,8,1,61
9633,3,2.5,7.640123172695364,1700,2560,1.0,0.0,3.0,4,8,10,82
9634,4,2.75,7.867105500316739,1910,1470,3.0,0.0,0.0,5,8,6,112
9635,2,1.0,6.835184586147301,930,1730,1.0,0.0,0.0,4,6,10,103
9636,3,1.0,7.05617528410041,1160,1600,1.0,0.0,0.0,3,7,11,69
9637,3,1.75,7.605890001053122,1500,1200,1.0,0.0,0.0,4,8,8,55
9638,4,2.0,7.414572881350589,850,1110,1.0,0.0,0.0,3,6,5,77
9639,3,1.75,7.495541943884256,900,1650,1.0,0.0,0.0,5,7,1,75
9640,2,1.5,7.154615356913663,1200,1390,2.0,0.0,0.0,3,8,4,24
9641,3,2.5,7.478734825567875,1770,2230,2.0,0.0,0.0,3,7,10,13
9642,3,1.5,7.306531398939505,1490,1720,1.0,0.0,0.0,4,6,3,53
9643,4,1.0,7.215239978730097,1360,1050,1.5,0.0,0.0,4,7,8,73
9644,2,1.0,6.579251212010101,720,1200,1.0,0.0,0.0,3,6,6,80
9645,4,2.5,7.795646536334594,1590,2430,1.0,0.0,0.0,5,8,9,54
9646,3,1.0,7.27931883541462,950,1880,1.0,0.0,1.0,4,8,5,74
9647,3,2.75,7.8898337513942955,1720,2610,1.0,0.0,0.0,3,10,6,9
9648,4,2.25,7.649692623711514,2100,2100,2.0,0.0,0.0,3,8,3,44
9649,3,1.0,7.1929342212158,930,1440,1.0,0.0,0.0,3,7,8,68
9650,4,2.5,7.847762537473608,2560,2190,2.0,0.0,1.0,3,8,8,17
9651,4,2.5,8.039157390473237,3100,1850,2.0,0.0,0.0,3,9,7,44
9652,3,2.5,7.884199933676039,2655,2879,2.0,0.0,0.0,3,8,11,9
9653,3,2.25,7.549609165154532,1540,1480,1.0,0.0,0.0,3,7,12,53
9654,4,2.5,7.687538766201629,2181,2333,2.0,0.0,0.0,3,8,2,16
9655,4,3.25,8.85366542803745,3500,4913,1.0,1.0,4.0,4,12,8,31
9656,3,2.5,8.250620082174692,3830,2950,2.0,0.0,0.0,3,11,7,31
9657,3,2.5,7.27931883541462,1030,1740,1.0,0.0,0.0,3,8,12,27
9658,3,2.5,7.4205789054108005,1670,1510,2.0,0.0,0.0,3,7,5,23
9659,3,2.0,7.455876687491824,1370,2390,1.0,0.0,0.0,3,8,6,44
9660,5,2.75,7.6638772587034705,1300,2130,1.0,0.0,0.0,3,7,6,31
9661,4,2.5,7.615791072035833,2030,2030,2.0,0.0,0.0,3,8,11,19
9662,2,2.25,7.414572881350589,1660,1640,2.0,0.0,0.0,4,8,4,48
9663,3,3.25,7.444248649496705,1360,1420,2.0,0.0,0.0,3,8,10,18
9664,3,1.75,7.310550158534422,1248,1460,2.0,0.0,0.0,3,8,5,16
9665,2,0.75,6.0867747269123065,440,880,1.0,1.0,3.0,4,5,10,79
9666,5,1.5,8.11969625295725,3360,3230,2.0,0.0,0.0,3,9,8,8
9667,4,1.0,7.265429723253953,1430,1760,1.5,0.0,0.0,3,7,3,98
9668,3,2.25,7.7706452341291765,2370,3100,2.0,0.0,0.0,3,7,5,43
9669,3,1.0,7.27931883541462,1010,1500,1.0,0.0,0.0,3,7,7,53
9670,3,1.0,7.1308988302963465,1250,1300,1.0,0.0,0.0,3,7,3,55
9671,4,1.5,7.346010209913293,1000,1730,1.0,0.0,0.0,3,7,6,66
9672,4,1.5,7.05617528410041,1160,1160,1.0,0.0,0.0,4,7,9,47
9673,3,1.0,6.993932975223189,1090,1570,1.5,0.0,0.0,4,8,11,93
9674,3,1.75,7.3901814282264295,980,1400,1.0,0.0,0.0,5,7,9,95
9675,5,2.5,7.718685495198466,1360,1820,1.0,0.0,0.0,4,7,12,45
9676,3,2.5,7.882314918980268,1680,2310,1.0,0.0,0.0,5,8,7,47
9677,3,1.0,7.22983877815125,1380,1610,1.0,0.0,0.0,4,7,10,75
9678,3,2.25,7.215239978730097,1094,1522,2.0,0.0,0.0,3,8,8,16
9679,3,2.25,7.539027055823995,1420,2300,1.0,0.0,0.0,3,8,10,64
9680,3,2.0,7.6544432264701125,2110,2690,2.0,0.0,0.0,5,7,6,43
9681,3,2.25,7.691656822810547,1390,1490,1.0,0.0,0.0,3,7,10,35
9682,4,2.5,7.7706452341291765,2370,2510,2.0,0.0,0.0,3,9,6,19
9683,1,1.0,6.507277712385012,670,1050,1.0,0.0,0.0,3,5,10,102
9684,3,1.75,7.512071245835466,1230,1950,1.0,0.0,0.0,3,7,4,103
9685,4,2.25,7.47477218239787,1763,1763,2.0,0.0,0.0,3,8,11,10
9686,4,2.5,7.9996785794994505,2890,2980,2.0,0.0,0.0,3,9,5,22
9687,3,2.5,8.06777619577889,3190,3190,2.0,0.0,0.0,3,9,7,8
9688,4,1.75,7.570443252057374,970,1460,1.0,0.0,0.0,4,7,5,81
9689,4,3.25,7.9672801789422,2885,1910,2.0,0.0,0.0,4,8,10,38
9690,2,1.75,7.501082124259871,1810,1350,2.0,0.0,0.0,3,8,8,18
